Record Types,Mod File,EDID,Ref Count,Put FormID Here,Comments Here,Position Offset,Rotation Offset, Scale
ENCH,TR_Preview,0viperUen,1,,,,,
GLOB,TR_Preview,0TRUm3URentUEmpressUKatariah,2,,,,,
GLOB,TR_Preview,0TRUm3URentUMothUandUTiger,2,,,,,
GLOB,TR_Preview,0TRUm3URentUSaltyUFuttocks,2,,,,,
GLOB,TR_Preview,0TRUm4URentUBodrem,2,,,,,
NPC_,TR_Preview,0TRUm3UBalynUGimalvel,1,,,,,
SCPT,TR_Preview,noPickUpScript,8,,,,,
SCPT,TR_Preview,Strong3Script,8,,,,,
SCPT,TR_Preview,Strong1Script,6,,,,,
SCPT,TR_Preview,Strong2Script,6,,,,,
SCPT,TR_Preview,LocalStateScript,2,,,,,
SCPT,TR_Preview,SoundUFliesScript,2,,,,,
SCPT,TR_Preview,SoundUWaterUSpoutScript,2,,,,,
SCPT,TR_Preview,Strong1UCompleteScript,2,,,,,
SCPT,TR_Preview,Strong1UConstructScript,2,,,,,
SCPT,TR_Preview,Strong2UCompleteScript,2,,,,,
SCPT,TR_Preview,blockedDoorScript,1,,,,,
SCPT,TR_Preview,SoundUSteamScript,1,,,,,
SCPT,TR_Preview,Strong2UConstructScript,1,,,,,
SCPT,TR_Preview,Strong3UCompleteScript,1,,,,,
SCPT,TR_Preview,Strong3UConstructScript,1,,,,,
SOUN,TR_Preview,0SoundUrockUcrumblingU00,35,,,,,
SOUN,TR_Preview,0SoundUCaveUOldwood00,31,,,,,
SOUN,TR_Preview,0SoundUGenerator,4,,,,,
SOUN,TR_Preview,0SoundULaveUVat,3,,,,,
SOUN,TR_Preview,0SoundUpipebreak,1,,,,,
SOUN,TR_Preview,0SoundUSothaUSparks,1,,,,,
WEAP,TR_Preview,0steelSdart,59,,,,,
WEAP,TR_Preview,0cruelSsparkstar,7,,,,,
WEAP,TR_Preview,0silverSdart,7,,,,,
WEAP,TR_Preview,0shardstar,6,,,,,
WEAP,TR_Preview,0silverSthrowingSstar,6,,,,,
WEAP,TR_Preview,0cruelSshardstar,5,,,,,
WEAP,TR_Preview,0daedricSdart,5,,,,,
WEAP,TR_Preview,0firebiteSstar,4,,,,,
WEAP,TR_Preview,0viperstar,4,,,,,
WEAP,TR_Preview,0devilSlongbow,1,,,,,
,TR_Preview,0TUComUEpUGloveLU02,11,,INV_NPC+BASEREF,,,
,TR_Preview,0TUComUEpUGloveLU01,9,,INV_CNT+INV_NPC+BASEREF,,,
,TR_Preview,0TUComUEpUGloveLU04,9,,INV_NPC+BASEREF,,,
,TR_Preview,0TUComUEtUGloveLU02,7,,INV_NPC+BASEREF,,,
,TR_Preview,0TUComUEpUGloveLU03,3,,INV_NPC+BASEREF,,,
,TR_Preview,0pUalmsiviUinterventionUs,2,,BASEREF,,,
,TR_Preview,0centurionUprojectileUdart,1,,BASEREF,,,
,TR_Preview,0spiritSofSindoril,1,,BASEREF,,,
,TR_Preview,0TRUaUi3T737UTaronsUReach,1,,BASEREF,,,
,TR_Preview,0TRUaUm3T151Usmithglove,1,,BASEREF,,,
,TR_Preview,0TRUm3UgloveUdoorjambUuni,1,,BASEREF,,,
,TR_Preview,0TRUm4UqUblessedUprongs,1,,INV_NPC,,,
