Record Type,Mod File,EDID,blank,FormID,Comments
stat,Tamriel_Data,"0tuimpufurnutapestryu29",,0x3012c02,6144
stat,Tamriel_Data,"0tuimpufurnutapestryu30",,0x3012c03,6145
stat,Tamriel_Data,"0tuimpufurnutapestryu31",,0x3012c04,6146
stat,Tamriel_Data,"0tuimpufurnutapestryuninightnu01",,0x3012551,6147
stat,Tamriel_Data,"0tuimpufurnutapestrywoollargeu01",,0x30118fb,6148
stat,Tamriel_Data,"0tuimpufurnutapestrywoollargeu02",,0x30118ed,6149
stat,Tamriel_Data,"0tuimpufurnutapestrywoollargeu03",,0x30118ef,6150
stat,Tamriel_Data,"0tuimpufurnutapestrywoollargeu04",,0x30118f8,6151
stat,Tamriel_Data,"0tuimpufurnutapestrywoollargeu05",,0x30118f0,6152
stat,Tamriel_Data,"0tuimpufurnutapestrywoollargeu06",,0x30118f4,6153
stat,Tamriel_Data,"0tuimpufurnutapestrywoollargeu07",,0x30118f5,6154
stat,Tamriel_Data,"0tuimpufurnutapestrywoollargeu08",,0x30118fd,6155
stat,Tamriel_Data,"0tuimpufurnutapestrywooltornu01",,0x3011900,6156
stat,Tamriel_Data,"0tuimpufurnutapestrywooltornu02",,0x3011901,6157
stat,Tamriel_Data,"0tuimpufurnutapestrywooltornu03",,0x3011906,6158
stat,Tamriel_Data,"0tuimpufurnutapestrywooltornu04",,0x3011907,6159
stat,Tamriel_Data,"0tuimpufurnutapestrywoolu01",,0x3011917,6160
stat,Tamriel_Data,"0tuimpufurnutapestrywoolu02",,0x301190e,6161
stat,Tamriel_Data,"0tuimpufurnutapestrywoolu03",,0x3011914,6162
stat,Tamriel_Data,"0tuimpufurnutapestrywoolu04",,0x3011915,6163
stat,Tamriel_Data,"0tuimpufurnutapestrywoolu05",,0x3011911,6164
stat,Tamriel_Data,"0tuimpufurnutapestrywoolu06",,0x3011912,6165
stat,Tamriel_Data,"0tuimpufurnuthroneu01",,0x3012983,6166
misc,Tamriel_Data,"0tuimpugrinderu01",,0x30104e2,6167
armo,Tamriel_Data,"0tuimpuguardtown1ubootsu01",,0x3011221,6168
armo,Tamriel_Data,"0tuimpuguardtown1ucuirassanvu01",,0x301121e,6169
armo,Tamriel_Data,"0tuimpuguardtown1ucuirasskvau01",,0x30111fc,6170
armo,Tamriel_Data,"0tuimpuguardtown1ucuirassstru01",,0x30111fd,6171
armo,Tamriel_Data,"0tuimpuguardtown1ucuirassu01",,0x30112de,6172
armo,Tamriel_Data,"0tuimpuguardtown1ugauntletru01",,0x3011218,6173
armo,Tamriel_Data,"0tuimpuguardtown1ugreavesu01",,0x3011222,6174
armo,Tamriel_Data,"0tuimpuguardtown1uhelmanvu01",,0x301121f,6175
armo,Tamriel_Data,"0tuimpuguardtown1uhelmstru01",,0x3011220,6176
armo,Tamriel_Data,"0tuimpuguardtown1uhelmsutu01",,0x30112e3,6177
armo,Tamriel_Data,"0tuimpuguardtown1uhelmu01",,0x30111ff,6178
armo,Tamriel_Data,"0tuimpuguardtown1ushieldanvu01",,0x3011223,6179
armo,Tamriel_Data,"0tuimpuguardtown2ubootsu01",,0x30112dc,6180
armo,Tamriel_Data,"0tuimpuguardtown2ucuirassu01",,0x30112df,6181
armo,Tamriel_Data,"0tuimpuguardtown2ugauntletru01",,0x30112e1,6182
armo,Tamriel_Data,"0tuimpuguardtown2uhelmartu01",,0x30112e5,6183
armo,Tamriel_Data,"0tuimpuguardtown2uhelmbruu01",,0x30112e6,6184
armo,Tamriel_Data,"0tuimpuguardtown2uhelmchou01",,0x30112e7,6185
armo,Tamriel_Data,"0tuimpuguardtown2uhelmu01",,0x30112e4,6186
armo,Tamriel_Data,"0tuimpuguardtown3ubootsu01",,0x30112dd,6187
armo,Tamriel_Data,"0tuimpuguardtown3ucuirassu01",,0x30112e0,6188
armo,Tamriel_Data,"0tuimpuguardtown3ugauntletru01",,0x30112e2,6189
armo,Tamriel_Data,"0tuimpuguardtown3uhelmkvau01",,0x30112e9,6190
armo,Tamriel_Data,"0tuimpuguardtown3uhelmsaru01",,0x30112ea,6191
armo,Tamriel_Data,"0tuimpuguardtown3uhelmsknu01",,0x30112eb,6192
armo,Tamriel_Data,"0tuimpuguardtown3uhelmu01",,0x30112e8,6193
stat,Tamriel_Data,"0tuimpuhighwayubridgebotu01",,0x3012200,6194
stat,Tamriel_Data,"0tuimpuhighwayubridgebotu02",,0x3012201,6195
stat,Tamriel_Data,"0tuimpuhighwayubridgerampu01",,0x3012203,6196
stat,Tamriel_Data,"0tuimpuhighwayubridgerampu02",,0x3012204,6197
stat,Tamriel_Data,"0tuimpuhighwayubridgeu01",,0x30121ff,6198
stat,Tamriel_Data,"0tuimpuhighwayubridgeu02",,0x3012202,6199
stat,Tamriel_Data,"0tuimpuhighwayumstoneblacku01",,0x3012205,6200
stat,Tamriel_Data,"0tuimpuhighwayumstoneblacku02",,0x301220d,6201
stat,Tamriel_Data,"0tuimpuhighwayumstoneblacku03",,0x3012215,6202
stat,Tamriel_Data,"0tuimpuhighwayumstoneblueu01",,0x3012206,6203
stat,Tamriel_Data,"0tuimpuhighwayumstoneblueu02",,0x301220e,6204
stat,Tamriel_Data,"0tuimpuhighwayumstoneblueu03",,0x3012216,6205
stat,Tamriel_Data,"0tuimpuhighwayumstonegoldu01",,0x3012207,6206
stat,Tamriel_Data,"0tuimpuhighwayumstonegoldu02",,0x301220f,6207
stat,Tamriel_Data,"0tuimpuhighwayumstonegreenu01",,0x3012208,6208
stat,Tamriel_Data,"0tuimpuhighwayumstonegreenu02",,0x3012210,6209
stat,Tamriel_Data,"0tuimpuhighwayumstoneorangu01",,0x3012209,6210
stat,Tamriel_Data,"0tuimpuhighwayumstoneorangu02",,0x3012211,6211
stat,Tamriel_Data,"0tuimpuhighwayumstoneorangu03",,0x3012217,6212
stat,Tamriel_Data,"0tuimpuhighwayumstoneredu01",,0x301220a,6213
stat,Tamriel_Data,"0tuimpuhighwayumstoneredu02",,0x3012212,6214
stat,Tamriel_Data,"0tuimpuhighwayumstonesilvu01",,0x301220b,6215
stat,Tamriel_Data,"0tuimpuhighwayumstonesilvu02",,0x3012213,6216
stat,Tamriel_Data,"0tuimpuhighwayumstonesilvu03",,0x3012218,6217
stat,Tamriel_Data,"0tuimpuhighwayumstoneyellwu01",,0x301220c,6218
stat,Tamriel_Data,"0tuimpuhighwayumstoneyellwu02",,0x3012214,6219
stat,Tamriel_Data,"0tuimpuhighwayutrimu01a",,0x30121e2,6220
stat,Tamriel_Data,"0tuimpuhighwayutrimu01b",,0x30121e3,6221
stat,Tamriel_Data,"0tuimpuhighwayutrimu01c",,0x30121e4,6222
stat,Tamriel_Data,"0tuimpuhighwayutrimu01d",,0x30121e5,6223
stat,Tamriel_Data,"0tuimpuhighwayutrimu01e",,0x30121e6,6224
stat,Tamriel_Data,"0tuimpuhighwayutrimu01f",,0x30121e7,6225
stat,Tamriel_Data,"0tuimpuhighwayutrimu02a",,0x30121e8,6226
stat,Tamriel_Data,"0tuimpuhighwayutrimu02b",,0x30121ee,6227
stat,Tamriel_Data,"0tuimpuhighwayutrimu02c",,0x30121ef,6228
stat,Tamriel_Data,"0tuimpuhighwayutrimu02d",,0x30121f0,6229
stat,Tamriel_Data,"0tuimpuhighwayutrimu02e",,0x30121f1,6230
stat,Tamriel_Data,"0tuimpuhighwayutrimu02f",,0x30121f2,6231
stat,Tamriel_Data,"0tuimpuhighwayutrimu03a",,0x30121e1,6232
stat,Tamriel_Data,"0tuimpuhighwayutrimu03b",,0x30121e9,6233
stat,Tamriel_Data,"0tuimpuhighwayutrimu03c",,0x30121ea,6234
stat,Tamriel_Data,"0tuimpuhighwayutrimu03d",,0x30121eb,6235
stat,Tamriel_Data,"0tuimpuhighwayutrimu03e",,0x30121ec,6236
stat,Tamriel_Data,"0tuimpuhighwayutrimu03f",,0x30121ed,6237
stat,Tamriel_Data,"0tuimpuhighwayutrimu04a",,0x30121f3,6238
stat,Tamriel_Data,"0tuimpuhighwayutrimu04b",,0x30121f4,6239
stat,Tamriel_Data,"0tuimpuhighwayutrimu04c",,0x30121f5,6240
stat,Tamriel_Data,"0tuimpuhighwayutrimu04d",,0x30121f6,6241
stat,Tamriel_Data,"0tuimpuhighwayutrimu04e",,0x30121f7,6242
stat,Tamriel_Data,"0tuimpuhighwayutrimu04f",,0x30121f8,6243
stat,Tamriel_Data,"0tuimpuhighwayutrimu05a",,0x30121f9,6244
stat,Tamriel_Data,"0tuimpuhighwayutrimu05b",,0x30121fa,6245
stat,Tamriel_Data,"0tuimpuhighwayutrimu05c",,0x30121fb,6246
stat,Tamriel_Data,"0tuimpuhighwayutrimu05d",,0x30121fc,6247
stat,Tamriel_Data,"0tuimpuhighwayutrimu05e",,0x30121fd,6248
stat,Tamriel_Data,"0tuimpuhighwayutrimu05f",,0x30121fe,6249
ltex,Tamriel_Data,"0tuimpuhighwayutxroaddryu01a",,0x3010d07,6250
ltex,Tamriel_Data,"0tuimpuhighwayutxroaddryu01b",,0x3010d08,6251
ltex,Tamriel_Data,"0tuimpuhighwayutxroadgrsu01a",,0x3010d09,6252
ltex,Tamriel_Data,"0tuimpuhighwayutxroadgrsu01b",,0x3010d0a,6253
ltex,Tamriel_Data,"0tuimpuhighwayutxroadlvsu01a",,0x3010d0b,6254
ltex,Tamriel_Data,"0tuimpuhighwayutxroadlvsu01b",,0x3010d0c,6255
ltex,Tamriel_Data,"0tuimpuhighwayutxroadlvsu02a",,0x3010d0d,6256
ltex,Tamriel_Data,"0tuimpuhighwayutxroadlvsu02b",,0x3010d0e,6257
ltex,Tamriel_Data,"0tuimpuhighwayutxroadsnwu01a",,0x3010d0f,6258
ltex,Tamriel_Data,"0tuimpuhighwayutxroadsnwu01b",,0x3010d10,6259
ltex,Tamriel_Data,"0tuimpuhighwayutxroadsnwu02a",,0x3010d11,6260
ltex,Tamriel_Data,"0tuimpuhighwayutxroadsnwu02b",,0x3010d12,6261
ligh,Tamriel_Data,"0tuimpulegioncyrubrazu01",,0x301064e,6262
ligh,Tamriel_Data,"0tuimpulegioncyrubrazu02",,0x301064f,6263
door,Tamriel_Data,"0tuimpulegioncyrudoorhiddenu01",,0x301303c,6264
door,Tamriel_Data,"0tuimpulegioncyrudoorhiddenu02",,0x301303d,6265
door,Tamriel_Data,"0tuimpulegioncyrudoorhiddenu03",,0x301303e,6266
stat,Tamriel_Data,"0tuimpulegioncyrufuforgeu01",,0x3012ed6,6267
stat,Tamriel_Data,"0tuimpulegioncyrufuforgeu02",,0x3012ed7,6268
stat,Tamriel_Data,"0tuimpulegioncyrufuplanteru01",,0x3012471,6269
stat,Tamriel_Data,"0tuimpulegioncyrufuplanteru02",,0x3012472,6270
stat,Tamriel_Data,"0tuimpulegioncyrufurubbleringu01",,0x30122ef,6271
stat,Tamriel_Data,"0tuimpulegioncyrufustoneblocku01",,0x30122f0,6272
stat,Tamriel_Data,"0tuimpulegioncyruiu3wayu01",,0x30122d4,6273
stat,Tamriel_Data,"0tuimpulegioncyruiu4wayu01",,0x30122d5,6274
stat,Tamriel_Data,"0tuimpulegioncyruiubig4wayu01",,0x30122ec,6275
stat,Tamriel_Data,"0tuimpulegioncyruiubigblendu01",,0x30122ed,6276
stat,Tamriel_Data,"0tuimpulegioncyruiubigroomcntu01",,0x3012344,6277
stat,Tamriel_Data,"0tuimpulegioncyruiubigroomcrnu01",,0x3012345,6278
stat,Tamriel_Data,"0tuimpulegioncyruiubigroomsidu01",,0x3012346,6279
stat,Tamriel_Data,"0tuimpulegioncyruiubigt4wayu01",,0x301236e,6280
stat,Tamriel_Data,"0tuimpulegioncyruiubigtblendu01",,0x301236f,6281
stat,Tamriel_Data,"0tuimpulegioncyruiubigtwallu01",,0x3012370,6282
stat,Tamriel_Data,"0tuimpulegioncyruiubigtwindowu01",,0x3012444,6283
stat,Tamriel_Data,"0tuimpulegioncyruiubigvoidu01",,0x30123be,6284
stat,Tamriel_Data,"0tuimpulegioncyruiubigw4wayu01",,0x3012371,6285
stat,Tamriel_Data,"0tuimpulegioncyruiubigwallu01",,0x30122ee,6286
stat,Tamriel_Data,"0tuimpulegioncyruiubigwwallu01",,0x3012372,6287
stat,Tamriel_Data,"0tuimpulegioncyruiuceilingu01",,0x3012368,6288
stat,Tamriel_Data,"0tuimpulegioncyruiucolumnu01",,0x301244b,6289
stat,Tamriel_Data,"0tuimpulegioncyruiucolumnu02",,0x301244c,6290
stat,Tamriel_Data,"0tuimpulegioncyruiucorneru01a",,0x3012445,6291
stat,Tamriel_Data,"0tuimpulegioncyruiucorneru01b",,0x3012446,6292
stat,Tamriel_Data,"0tuimpulegioncyruiucorneru01c",,0x3012447,6293
stat,Tamriel_Data,"0tuimpulegioncyruiucorneru02a",,0x3012448,6294
stat,Tamriel_Data,"0tuimpulegioncyruiucorneru02b",,0x3012449,6295
stat,Tamriel_Data,"0tuimpulegioncyruiucorneru02c",,0x301244a,6296
stat,Tamriel_Data,"0tuimpulegioncyruiucorneru03a",,0x30122d6,6297
stat,Tamriel_Data,"0tuimpulegioncyruiucorneru03b",,0x30122d7,6298
stat,Tamriel_Data,"0tuimpulegioncyruiucorneru03c",,0x30122d8,6299
stat,Tamriel_Data,"0tuimpulegioncyruiucorneru03d",,0x30122d9,6300
stat,Tamriel_Data,"0tuimpulegioncyruiudjambcaveu01",,0x30122da,6301
stat,Tamriel_Data,"0tuimpulegioncyruiudjambu01",,0x301244d,6302
stat,Tamriel_Data,"0tuimpulegioncyruiudjambu02",,0x30122db,6303
stat,Tamriel_Data,"0tuimpulegioncyruiudoubleu01",,0x3012347,6304
stat,Tamriel_Data,"0tuimpulegioncyruiuembrasureu01",,0x3012369,6305
stat,Tamriel_Data,"0tuimpulegioncyruiuendu01",,0x30122dc,6306
stat,Tamriel_Data,"0tuimpulegioncyruiuflooru01",,0x3012343,6307
stat,Tamriel_Data,"0tuimpulegioncyruiuhallu01",,0x30122dd,6308
stat,Tamriel_Data,"0tuimpulegioncyruiuhallu02",,0x30122de,6309
stat,Tamriel_Data,"0tuimpulegioncyruiuhallu03",,0x30122df,6310
stat,Tamriel_Data,"0tuimpulegioncyruiuhatchu01",,0x301236c,6311
stat,Tamriel_Data,"0tuimpulegioncyruiuhdoorjambu01",,0x301236a,6312
stat,Tamriel_Data,"0tuimpulegioncyruiuhdoorjambu02",,0x301236b,6313
stat,Tamriel_Data,"0tuimpulegioncyruiuhelixbotu01",,0x301244e,6314
stat,Tamriel_Data,"0tuimpulegioncyruiuhelixcelu01",,0x301244f,6315
stat,Tamriel_Data,"0tuimpulegioncyruiuhelixcentu01",,0x3012450,6316
stat,Tamriel_Data,"0tuimpulegioncyruiuhelixendu01",,0x3012451,6317
stat,Tamriel_Data,"0tuimpulegioncyruiuhelixflooru01",,0x3012452,6318
stat,Tamriel_Data,"0tuimpulegioncyruiuhelixtopu01",,0x3012456,6319
stat,Tamriel_Data,"0tuimpulegioncyruiuhelixu01",,0x3012453,6320
stat,Tamriel_Data,"0tuimpulegioncyruiuhelixu02",,0x3012454,6321
stat,Tamriel_Data,"0tuimpulegioncyruiuhelixu03",,0x3012455,6322
stat,Tamriel_Data,"0tuimpulegioncyruiumidu01",,0x3012457,6323
stat,Tamriel_Data,"0tuimpulegioncyruiumidu02",,0x3012458,6324
stat,Tamriel_Data,"0tuimpulegioncyruiumidu03",,0x3012459,6325
stat,Tamriel_Data,"0tuimpulegioncyruiupillarquaru01",,0x301236d,6326
stat,Tamriel_Data,"0tuimpulegioncyruiupitcolumnu01",,0x301245c,6327
stat,Tamriel_Data,"0tuimpulegioncyruiupitgrateu01",,0x301245e,6328
stat,Tamriel_Data,"0tuimpulegioncyruiupitjambu01",,0x301245f,6329
stat,Tamriel_Data,"0tuimpulegioncyruiupitu01",,0x301245a,6330
stat,Tamriel_Data,"0tuimpulegioncyruiupitu02",,0x301245b,6331
stat,Tamriel_Data,"0tuimpulegioncyruiupitu03",,0x301245d,6332
stat,Tamriel_Data,"0tuimpulegioncyruiuplatformu01",,0x301246f,6333
stat,Tamriel_Data,"0tuimpulegioncyruiurailingu01",,0x3012460,6334
stat,Tamriel_Data,"0tuimpulegioncyruiurailingu02",,0x3012461,6335
stat,Tamriel_Data,"0tuimpulegioncyruiuroom3wayu01",,0x30122e0,6336
stat,Tamriel_Data,"0tuimpulegioncyruiuroomcenteru01",,0x30122e1,6337
stat,Tamriel_Data,"0tuimpulegioncyruiuroomentru01",,0x30122e2,6338
stat,Tamriel_Data,"0tuimpulegioncyruiuroomentru02",,0x30122e3,6339
stat,Tamriel_Data,"0tuimpulegioncyruiuroomentru03",,0x30122e4,6340
stat,Tamriel_Data,"0tuimpulegioncyruiuroomentru04",,0x30122e5,6341
stat,Tamriel_Data,"0tuimpulegioncyruiuroompillaru01",,0x30122e6,6342
stat,Tamriel_Data,"0tuimpulegioncyruiushutteru01",,0x30123bf,6343
stat,Tamriel_Data,"0tuimpulegioncyruiusideu01",,0x3012462,6344
stat,Tamriel_Data,"0tuimpulegioncyruiusideu02",,0x3012463,6345
stat,Tamriel_Data,"0tuimpulegioncyruiusideu03",,0x3012464,6346
stat,Tamriel_Data,"0tuimpulegioncyruiuspiralbotu01",,0x30122e8,6347
stat,Tamriel_Data,"0tuimpulegioncyruiuspiralbotu02",,0x3012ed8,6348
stat,Tamriel_Data,"0tuimpulegioncyruiuspiralendu01",,0x30122e9,6349
stat,Tamriel_Data,"0tuimpulegioncyruiuspiralendu02",,0x3012ed9,6350
stat,Tamriel_Data,"0tuimpulegioncyruiuspiralu01",,0x30122e7,6351
stat,Tamriel_Data,"0tuimpulegioncyruiuspiralu02",,0x3012eda,6352
stat,Tamriel_Data,"0tuimpulegioncyruiustaircaseu01",,0x3012468,6353
stat,Tamriel_Data,"0tuimpulegioncyruiustaircaseu02",,0x3012469,6354
stat,Tamriel_Data,"0tuimpulegioncyruiustaircaseu03",,0x30122ea,6355
stat,Tamriel_Data,"0tuimpulegioncyruiustairsu01",,0x3012465,6356
stat,Tamriel_Data,"0tuimpulegioncyruiuwallu01",,0x3012373,6357
stat,Tamriel_Data,"0tuimpulegioncyruiuwallu02",,0x3012466,6358
stat,Tamriel_Data,"0tuimpulegioncyruiuwallu03",,0x3012467,6359
stat,Tamriel_Data,"0tuimpulegioncyruiuwallu04",,0x30122eb,6360
ltex,Tamriel_Data,"0tuimpulegioncyrutxflooru01",,0x3010d25,6361
ltex,Tamriel_Data,"0tuimpulegioncyrutxflooru02",,0x3010d26,6362
stat,Tamriel_Data,"0tuimpulegioncyruxuarrowslitu01",,0x30122d2,6363
stat,Tamriel_Data,"0tuimpulegioncyruxubelltoweru01",,0x30123a6,6364
stat,Tamriel_Data,"0tuimpulegioncyruxubridgeu01",,0x30122a9,6365
stat,Tamriel_Data,"0tuimpulegioncyruxubridgeu02",,0x30122aa,6366
stat,Tamriel_Data,"0tuimpulegioncyruxucurvestairu01",,0x301271e,6367
stat,Tamriel_Data,"0tuimpulegioncyruxudocku01",,0x301246c,6368
stat,Tamriel_Data,"0tuimpulegioncyruxudocku02",,0x301246b,6369
stat,Tamriel_Data,"0tuimpulegioncyruxudocku03",,0x30123a7,6370
stat,Tamriel_Data,"0tuimpulegioncyruxudocku04",,0x30123a8,6371
stat,Tamriel_Data,"0tuimpulegioncyruxudocku05",,0x30123a9,6372
stat,Tamriel_Data,"0tuimpulegioncyruxudocku06",,0x30123aa,6373
stat,Tamriel_Data,"0tuimpulegioncyruxudocku07",,0x30122ab,6374
stat,Tamriel_Data,"0tuimpulegioncyruxudocku08",,0x30122d3,6375
stat,Tamriel_Data,"0tuimpulegioncyruxudocku09",,0x3012ee0,6376
stat,Tamriel_Data,"0tuimpulegioncyruxudocku10",,0x3012ee1,6377
stat,Tamriel_Data,"0tuimpulegioncyruxudocku11",,0x3012ee2,6378
stat,Tamriel_Data,"0tuimpulegioncyruxufoundationu01",,0x30122ac,6379
stat,Tamriel_Data,"0tuimpulegioncyruxufoundationu02",,0x30122ad,6380
stat,Tamriel_Data,"0tuimpulegioncyruxugateframesu01",,0x30123ac,6381
stat,Tamriel_Data,"0tuimpulegioncyruxugateframeu01",,0x30123ab,6382
stat,Tamriel_Data,"0tuimpulegioncyruxugatejambu01",,0x30123ad,6383
stat,Tamriel_Data,"0tuimpulegioncyruxugatejambu02",,0x30123ae,6384
stat,Tamriel_Data,"0tuimpulegioncyruxugatejambu03",,0x30123af,6385
stat,Tamriel_Data,"0tuimpulegioncyruxugatejambu04",,0x30123b0,6386
stat,Tamriel_Data,"0tuimpulegioncyruxuguardtoweru01",,0x30122ae,6387
stat,Tamriel_Data,"0tuimpulegioncyruxuguardtoweru02",,0x30122af,6388
stat,Tamriel_Data,"0tuimpulegioncyruxukdoorframeu01",,0x30122b0,6389
stat,Tamriel_Data,"0tuimpulegioncyruxukeepu01",,0x30122b1,6390
stat,Tamriel_Data,"0tuimpulegioncyruxukeepu02",,0x30122b2,6391
stat,Tamriel_Data,"0tuimpulegioncyruxumooringu01",,0x30122b3,6392
stat,Tamriel_Data,"0tuimpulegioncyruxuopentoweru01",,0x3012ee3,6393
stat,Tamriel_Data,"0tuimpulegioncyruxuplatu01",,0x30122b4,6394
stat,Tamriel_Data,"0tuimpulegioncyruxuplazau01",,0x30122b5,6395
stat,Tamriel_Data,"0tuimpulegioncyruxurailingu01",,0x301246d,6396
stat,Tamriel_Data,"0tuimpulegioncyruxurailingu02",,0x301246e,6397
stat,Tamriel_Data,"0tuimpulegioncyruxuroofsu01",,0x30123b1,6398
stat,Tamriel_Data,"0tuimpulegioncyruxurubbleu01",,0x30122b6,6399
stat,Tamriel_Data,"0tuimpulegioncyruxurubbleu02",,0x30122b7,6400
stat,Tamriel_Data,"0tuimpulegioncyruxurubbleu03",,0x30122b8,6401
stat,Tamriel_Data,"0tuimpulegioncyruxurubbleu04",,0x30122b9,6402
stat,Tamriel_Data,"0tuimpulegioncyruxurubbleu05",,0x30122ba,6403
stat,Tamriel_Data,"0tuimpulegioncyruxurubbleu06",,0x30122bb,6404
stat,Tamriel_Data,"0tuimpulegioncyruxurubbleu07",,0x30122bc,6405
stat,Tamriel_Data,"0tuimpulegioncyruxustairsu01",,0x3012348,6406
stat,Tamriel_Data,"0tuimpulegioncyruxutower2xu01",,0x30123b2,6407
stat,Tamriel_Data,"0tuimpulegioncyruxutowerb2xtpu01",,0x30123b4,6408
stat,Tamriel_Data,"0tuimpulegioncyruxutowerb2xu01",,0x30123b3,6409
stat,Tamriel_Data,"0tuimpulegioncyruxutowerbbaseu01",,0x30122bd,6410
stat,Tamriel_Data,"0tuimpulegioncyruxutowerbconsu01",,0x30122be,6411
stat,Tamriel_Data,"0tuimpulegioncyruxutowerbdarku01",,0x30122bf,6412
stat,Tamriel_Data,"0tuimpulegioncyruxutowerbligtu01",,0x301271c,6413
stat,Tamriel_Data,"0tuimpulegioncyruxutowerbmedu01",,0x30122c0,6414
stat,Tamriel_Data,"0tuimpulegioncyruxutowerbrfpu01",,0x30122c1,6415
stat,Tamriel_Data,"0tuimpulegioncyruxutowerbtopu01",,0x30122c2,6416
stat,Tamriel_Data,"0tuimpulegioncyruxutowersbaseu01",,0x30122c3,6417
stat,Tamriel_Data,"0tuimpulegioncyruxutowersdarku01",,0x30122c4,6418
stat,Tamriel_Data,"0tuimpulegioncyruxutowersligtu01",,0x301271d,6419
stat,Tamriel_Data,"0tuimpulegioncyruxutowersmedu01",,0x30122c5,6420
stat,Tamriel_Data,"0tuimpulegioncyruxutowerstopu01",,0x30122c6,6421
stat,Tamriel_Data,"0tuimpulegioncyruxuwalcr45u01",,0x30123b5,6422
stat,Tamriel_Data,"0tuimpulegioncyruxuwale45u01",,0x30123b6,6423
stat,Tamriel_Data,"0tuimpulegioncyruxuwalkwayendu01",,0x301234a,6424
stat,Tamriel_Data,"0tuimpulegioncyruxuwalkwayu01",,0x3012349,6425
stat,Tamriel_Data,"0tuimpulegioncyruxuwallarchu01",,0x30122c8,6426
stat,Tamriel_Data,"0tuimpulegioncyruxuwallarchu02",,0x30123b7,6427
stat,Tamriel_Data,"0tuimpulegioncyruxuwallarchu03",,0x30123b8,6428
stat,Tamriel_Data,"0tuimpulegioncyruxuwallarchu04",,0x30123b9,6429
stat,Tamriel_Data,"0tuimpulegioncyruxuwallcorneru01",,0x30122c9,6430
stat,Tamriel_Data,"0tuimpulegioncyruxuwallcorneru02",,0x30122ca,6431
stat,Tamriel_Data,"0tuimpulegioncyruxuwallcru01",,0x30123ba,6432
stat,Tamriel_Data,"0tuimpulegioncyruxuwallcru02",,0x30123bb,6433
stat,Tamriel_Data,"0tuimpulegioncyruxuwallentu01",,0x30122d0,6434
stat,Tamriel_Data,"0tuimpulegioncyruxuwallentu02",,0x30122d1,6435
stat,Tamriel_Data,"0tuimpulegioncyruxuwallfu01",,0x30123bc,6436
stat,Tamriel_Data,"0tuimpulegioncyruxuwallhu01",,0x30123bd,6437
stat,Tamriel_Data,"0tuimpulegioncyruxuwallstairsu01",,0x30122cb,6438
stat,Tamriel_Data,"0tuimpulegioncyruxuwallstairsu02",,0x30122cc,6439
stat,Tamriel_Data,"0tuimpulegioncyruxuwallstairsu03",,0x30122cd,6440
stat,Tamriel_Data,"0tuimpulegioncyruxuwallstairsu04",,0x30122ce,6441
stat,Tamriel_Data,"0tuimpulegioncyruxuwallsu01",,0x301234b,6442
stat,Tamriel_Data,"0tuimpulegioncyruxuwalltoweru01",,0x30122cf,6443
stat,Tamriel_Data,"0tuimpulegioncyruxuwallu01",,0x30122c7,6444
stat,Tamriel_Data,"0tuimpulegioncyruxuwellbrokenu01",,0x3012762,6445
stat,Tamriel_Data,"0tuimpulegioncyruxuwellu01",,0x3012761,6446
stat,Tamriel_Data,"0tuimpulegionmwuchapelwindowu01",,0x3012aed,6447
door,Tamriel_Data,"0tuimpulegionmwudoorfguildinu01",,0x3013062,6448
door,Tamriel_Data,"0tuimpulegionmwudoorinu01",,0x301308e,6449
door,Tamriel_Data,"0tuimpulegionmwudoorjailinu01",,0x3013061,6450
door,Tamriel_Data,"0tuimpulegionmwudoormguildinu01",,0x3013063,6451
door,Tamriel_Data,"0tuimpulegionmwudoortreasurin",,0x3012ff7,6452
door,Tamriel_Data,"0tuimpulegionmwudoortreasurjail",,0x3012ff6,6453
door,Tamriel_Data,"0tuimpulegionmwudoortreasurload",,0x3012ff5,6454
stat,Tamriel_Data,"0tuimpulegionmwufustoneplaqueu01",,0x3011507,6455
door,Tamriel_Data,"0tuimpulegionmwugatestrongu01",,0x3013078,6456
stat,Tamriel_Data,"0tuimpulegionmwuiubig4wayu01",,0x3012eea,6457
stat,Tamriel_Data,"0tuimpulegionmwuiubigblendu01",,0x3012eeb,6458
stat,Tamriel_Data,"0tuimpulegionmwuiubigvoidu01",,0x3012c2e,6459
stat,Tamriel_Data,"0tuimpulegionmwuiubigwallu01",,0x3012eec,6460
stat,Tamriel_Data,"0tuimpulegionmwuiuceilingholeu01",,0x3012ae7,6461
stat,Tamriel_Data,"0tuimpulegionmwuiuceilingholeu02",,0x3012ae8,6462
stat,Tamriel_Data,"0tuimpulegionmwuiuceilingholeu03",,0x3012ae9,6463
stat,Tamriel_Data,"0tuimpulegionmwuiucenterhighu01",,0x3012aea,6464
stat,Tamriel_Data,"0tuimpulegionmwuiucroomu01",,0x3012ee7,6465
stat,Tamriel_Data,"0tuimpulegionmwuiucuriaflooru01",,0x3011508,6466
stat,Tamriel_Data,"0tuimpulegionmwuiudjamu01",,0x3012ee8,6467
stat,Tamriel_Data,"0tuimpulegionmwuiudjamu02",,0x3012ee9,6468
stat,Tamriel_Data,"0tuimpulegionmwuiumuraltibervict",,0x3012ee6,6469
stat,Tamriel_Data,"0tuimpulegionmwuiushutteru01",,0x3012aec,6470
